Price,Close,High,Low,Open,Volume
Ticker,ESGU,ESGU,ESGU,ESGU,ESGU
Date,,,,,
2016-12-06,42.74594497680664,42.74594497680664,42.74594497680664,42.74594497680664,100
2016-12-07,42.74594497680664,42.74594497680664,42.74594497680664,42.74594497680664,0
2016-12-08,42.74594497680664,42.74594497680664,42.74594497680664,42.74594497680664,0
2016-12-09,42.74594497680664,42.74594497680664,42.74594497680664,42.74594497680664,0
2016-12-12,42.74594497680664,42.74594497680664,42.74594497680664,42.74594497680664,0
2016-12-13,43.99483871459961,43.99483871459961,43.99483871459961,43.99483871459961,200
2016-12-14,43.99483871459961,43.99483871459961,43.99483871459961,43.99483871459961,0
2016-12-15,43.99483871459961,43.99483871459961,43.99483871459961,43.99483871459961,0
2016-12-16,43.99483871459961,43.99483871459961,43.99483871459961,43.99483871459961,0
2016-12-19,43.99483871459961,43.99483871459961,43.99483871459961,43.99483871459961,0
2016-12-20,43.99483871459961,43.99483871459961,43.99483871459961,43.99483871459961,0
2016-12-21,43.99483871459961,43.99483871459961,43.99483871459961,43.99483871459961,0
2016-12-22,43.99483871459961,43.99483871459961,43.99483871459961,43.99483871459961,0
2016-12-23,43.67597198486328,43.95940936707917,43.67597198486328,43.95940936707917,300
2016-12-27,43.67597198486328,43.67597198486328,43.67597198486328,43.67597198486328,0
2016-12-28,43.67597198486328,43.67597198486328,43.67597198486328,43.67597198486328,0
2016-12-29,43.51298904418945,43.52538938611854,43.48110293334891,43.48110293334891,4500
2016-12-30,43.51298904418945,43.51298904418945,43.51298904418945,43.51298904418945,0
2017-01-03,43.51298904418945,43.51298904418945,43.51298904418945,43.51298904418945,0
2017-01-04,43.51298904418945,43.51298904418945,43.51298904418945,43.51298904418945,100
2017-01-05,43.51298904418945,43.51298904418945,43.51298904418945,43.51298904418945,0
2017-01-06,44.163143157958984,44.163143157958984,44.163143157958984,44.163143157958984,300
2017-01-09,43.99483871459961,44.047984493498454,43.968267514570336,43.97712683380695,1000
2017-01-10,44.06569290161133,44.06569290161133,43.91511828640368,43.91511828640368,200
2017-01-11,44.06569290161133,44.06569290161133,44.06569290161133,44.06569290161133,0
2017-01-12,44.06569290161133,44.06569290161133,44.06569290161133,44.06569290161133,0
2017-01-13,44.06569290161133,44.06569290161133,44.06569290161133,44.06569290161133,0
2017-01-17,43.897403717041016,43.897403717041016,43.897403717041016,43.897403717041016,200
2017-01-18,43.897403717041016,43.897403717041016,43.897403717041016,43.897403717041016,200
2017-01-19,43.897403717041016,43.897403717041016,43.897403717041016,43.897403717041016,0
2017-01-20,43.897403717041016,43.897403717041016,43.897403717041016,43.897403717041016,0
2017-01-23,43.897403717041016,43.897403717041016,43.897403717041016,43.897403717041016,0
2017-01-24,44.20741653442383,44.20741653442383,44.029382068499,44.05684190233345,3800
2017-01-25,44.20741653442383,44.20741653442383,44.20741653442383,44.20741653442383,0
2017-01-26,44.20741653442383,44.20741653442383,44.20741653442383,44.20741653442383,0
2017-01-27,44.4111442565918,44.4111442565918,44.4111442565918,44.4111442565918,400
2017-01-30,44.4111442565918,44.4111442565918,44.4111442565918,44.4111442565918,0
2017-01-31,44.4111442565918,44.4111442565918,44.4111442565918,44.4111442565918,0
2017-02-01,44.4111442565918,44.4111442565918,44.4111442565918,44.4111442565918,0
2017-02-02,44.4111442565918,44.4111442565918,44.4111442565918,44.4111442565918,0
2017-02-03,44.4111442565918,44.4111442565918,44.4111442565918,44.4111442565918,0
2017-02-06,44.4111442565918,44.4111442565918,44.4111442565918,44.4111442565918,0
2017-02-07,44.50856399536133,44.51741993434256,44.50856399536133,44.51741993434256,1700
2017-02-08,44.50856399536133,44.50856399536133,44.50856399536133,44.50856399536133,0
2017-02-09,44.50856399536133,44.50856399536133,44.50856399536133,44.50856399536133,0
2017-02-10,44.73000717163086,45.075446290361675,44.73000717163086,45.075446290361675,2000
2017-02-13,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-14,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-15,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-16,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-17,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-21,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-22,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-23,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-24,44.73000717163086,44.73000717163086,44.73000717163086,44.73000717163086,0
2017-02-27,45.86375045776367,45.86375045776367,45.62459955180988,45.62459955180988,900
2017-02-28,45.86375045776367,45.86375045776367,45.86375045776367,45.86375045776367,0
2017-03-01,45.86375045776367,45.86375045776367,45.86375045776367,45.86375045776367,0
2017-03-02,45.86375045776367,45.86375045776367,45.86375045776367,45.86375045776367,7500
2017-03-03,45.86375045776367,45.86375045776367,45.86375045776367,45.86375045776367,0
2017-03-06,45.86375045776367,45.86375045776367,45.86375045776367,45.86375045776367,0
2017-03-07,45.86375045776367,45.86375045776367,45.86375045776367,45.86375045776367,0
2017-03-08,45.97004318237305,45.97004318237305,45.97004318237305,45.97004318237305,200
2017-03-09,45.925750732421875,45.925750732421875,45.925750732421875,45.925750732421875,400
2017-03-10,45.925750732421875,45.925750732421875,45.925750732421875,45.925750732421875,0
2017-03-13,45.925750732421875,45.925750732421875,45.925750732421875,45.925750732421875,0
